Milwaukee Bucks	107	Philadelphia 76ers	97
New York Knicks	112	Atlanta Hawks	108
Chicago Bulls	113	Brooklyn Nets	86
Miami Heat	100	Orlando Magic	93
New Orleans Pelicans	100	Minnesota Timberwolves	88
Oklahoma City Thunder	101	Portland Trail Blazers	90
Utah Jazz	109	Dallas Mavericks	92
Sacramento Kings	102	Los Angeles Lakers	92
Golden State Warriors	111	Memphis Grizzlies	107
Los Angeles Clippers	110	Denver Nuggets	103
Boston Celtics	95	Toronto Raptors	93
Indiana Pacers	99	Washington Wizards	95
Los Angeles Clippers	112	Phoenix Suns	101
Chicago Bulls	91	Atlanta Hawks	85
Dallas Mavericks	114	Portland Trail Blazers	98
Houston Rockets	117	Utah Jazz	91
Memphis Grizzlies	95	Indiana Pacers	83
Boston Celtics	105	Milwaukee Bucks	100
Oklahoma City Thunder	138	Minnesota Timberwolves	113
New Orleans Pelicans	108	San Antonio Spurs	103
Brooklyn Nets	101	Orlando Magic	88
Cleveland Cavaliers	113	Washington Wizards	108
Detroit Pistons	112	New York Knicks	90
Miami Heat	105	Philadelphia 76ers	101
Toronto Raptors	92	Charlotte Hornets	87
Golden State Warriors	133	Denver Nuggets	126
Sacramento Kings	122	Los Angeles Lakers	99

